"AIQ","HCI","SD","BF","EL","AGNT","MC","CTD","AH","E","ED"
38.9,1.0,16.1,BF05,010k,MC_AIXI,100,32,4,0.2,1.0
52.0,1.3,21.0,BF05,010k,MC_AIXI,100,32,4,0.8,0.3
47.8,1.4,22.2,BF05,010k,MC_AIXI,100,32,4,0.8,0.6
49.0,1.3,20.5,BF05,010k,MC_AIXI,100,32,4,0.8,0.9
48.2,1.3,20.8,BF05,010k,MC_AIXI,100,32,4,0.8,0.95
48.3,1.4,21.9,BF05,010k,MC_AIXI,100,32,4,0.8,0.99
49.7,1.4,22.7,BF05,010k,MC_AIXI,100,32,4,0.8,0.995
49.2,1.3,20.7,BF05,010k,MC_AIXI,100,32,4,0.85,0.3
48.8,1.4,22.1,BF05,010k,MC_AIXI,100,32,4,0.85,0.6
49.1,1.3,21.5,BF05,010k,MC_AIXI,100,32,4,0.85,0.9
50.3,1.5,23.5,BF05,010k,MC_AIXI,100,32,4,0.85,0.95
49.5,1.3,21.2,BF05,010k,MC_AIXI,100,32,4,0.85,0.99
49.6,1.4,23.1,BF05,010k,MC_AIXI,100,32,4,0.85,0.995
49.0,1.3,20.5,BF05,010k,MC_AIXI,100,32,4,0.9,0.3
49.2,1.3,21.5,BF05,010k,MC_AIXI,100,32,4,0.9,0.6
49.2,1.4,22.7,BF05,010k,MC_AIXI,100,32,4,0.9,0.9
47.4,1.3,21.4,BF05,010k,MC_AIXI,100,32,4,0.9,0.95
47.3,1.4,22.2,BF05,010k,MC_AIXI,100,32,4,0.9,0.99
50.0,1.4,21.9,BF05,010k,MC_AIXI,100,32,4,0.9,0.995
48.8,1.3,21.2,BF05,010k,MC_AIXI,100,32,4,0.95,0.3
49.0,1.4,22.4,BF05,010k,MC_AIXI,100,32,4,0.95,0.6
50.1,1.4,21.8,BF05,010k,MC_AIXI,100,32,4,0.95,0.9
44.9,1.3,20.9,BF05,010k,MC_AIXI,100,32,4,0.95,0.95
48.6,1.5,24.0,BF05,010k,MC_AIXI,100,32,4,0.95,0.99
49.8,1.4,22.0,BF05,010k,MC_AIXI,100,32,4,0.95,0.995
45.6,1.2,18.9,BF05,010k,MC_AIXI,100,32,5,0.05,1.0
43.4,1.1,17.3,BF05,010k,MC_AIXI,100,32,5,0.1,1.0
40.2,1.0,16.4,BF05,010k,MC_AIXI,100,32,5,0.15,1.0
36.7,1.0,15.9,BF05,010k,MC_AIXI,100,32,5,0.2,1.0
49.6,1.3,21.7,BF05,010k,MC_AIXI,100,32,5,0.8,0.3
51.4,1.4,21.8,BF05,010k,MC_AIXI,100,32,5,0.8,0.6
51.0,1.4,22.0,BF05,010k,MC_AIXI,100,32,5,0.8,0.9
51.6,1.3,20.6,BF05,010k,MC_AIXI,100,32,5,0.8,0.95
47.8,1.5,24.1,BF05,010k,MC_AIXI,100,32,5,0.8,0.99
48.5,1.3,20.5,BF05,010k,MC_AIXI,100,32,5,0.8,0.995
48.7,1.4,22.8,BF05,010k,MC_AIXI,100,32,5,0.85,0.3
49.1,1.3,20.8,BF05,010k,MC_AIXI,100,32,5,0.85,0.6
51.2,1.3,20.8,BF05,010k,MC_AIXI,100,32,5,0.85,0.9
47.9,1.4,23.3,BF05,010k,MC_AIXI,100,32,5,0.85,0.95
48.1,1.3,21.1,BF05,010k,MC_AIXI,100,32,5,0.85,0.99
49.3,1.4,21.9,BF05,010k,MC_AIXI,100,32,5,0.85,0.995
47.9,1.4,22.6,BF05,010k,MC_AIXI,100,32,5,0.9,0.3
49.1,1.3,21.3,BF05,010k,MC_AIXI,100,32,5,0.9,0.6
51.7,1.3,20.6,BF05,010k,MC_AIXI,100,32,5,0.9,0.9
50.1,1.4,21.9,BF05,010k,MC_AIXI,100,32,5,0.9,0.95
49.9,1.5,24.7,BF05,010k,MC_AIXI,100,32,5,0.9,0.99
51.3,1.3,20.8,BF05,010k,MC_AIXI,100,32,5,0.9,0.995
48.5,1.4,22.5,BF05,010k,MC_AIXI,100,32,5,0.95,0.3
49.1,1.3,21.1,BF05,010k,MC_AIXI,100,32,5,0.95,0.6
51.3,1.3,20.6,BF05,010k,MC_AIXI,100,32,5,0.95,0.9
47.0,1.4,23.1,BF05,010k,MC_AIXI,100,32,5,0.95,0.95
48.7,1.3,21.0,BF05,010k,MC_AIXI,100,32,5,0.95,0.99
48.4,1.4,21.8,BF05,010k,MC_AIXI,100,32,5,0.95,0.995
46.5,1.2,18.7,BF05,010k,MC_AIXI,100,8,1,0.05,1.0
43.2,1.1,18.1,BF05,010k,MC_AIXI,100,8,1,0.1,1.0
40.6,1.0,16.7,BF05,010k,MC_AIXI,100,8,1,0.15,1.0
35.8,1.0,15.3,BF05,010k,MC_AIXI,100,8,1,0.2,1.0
42.2,1.4,22.7,BF05,010k,MC_AIXI,100,8,1,0.8,0.3
38.3,1.3,21.2,BF05,010k,MC_AIXI,100,8,1,0.8,0.6
42.9,1.4,23.3,BF05,010k,MC_AIXI,100,8,1,0.8,0.9
47.1,1.4,22.2,BF05,010k,MC_AIXI,100,8,1,0.8,0.95
48.6,1.4,22.3,BF05,010k,MC_AIXI,100,8,1,0.8,0.99
45.7,1.4,22.1,BF05,010k,MC_AIXI,100,8,1,0.8,0.995
40.6,1.3,21.1,BF05,010k,MC_AIXI,100,8,1,0.85,0.3
41.9,1.4,22.1,BF05,010k,MC_AIXI,100,8,1,0.85,0.6
44.1,1.3,21.0,BF05,010k,MC_AIXI,100,8,1,0.85,0.9
43.5,1.3,21.4,BF05,010k,MC_AIXI,100,8,1,0.85,0.95
45.1,1.2,19.9,BF05,010k,MC_AIXI,100,8,1,0.85,0.99
49.2,1.4,21.8,BF05,010k,MC_AIXI,100,8,1,0.85,0.995
39.8,1.2,20.1,BF05,010k,MC_AIXI,100,8,1,0.9,0.3
42.4,1.4,22.7,BF05,010k,MC_AIXI,100,8,1,0.9,0.6
44.1,1.3,21.8,BF05,010k,MC_AIXI,100,8,1,0.9,0.9
41.8,1.4,22.2,BF05,010k,MC_AIXI,100,8,1,0.9,0.95
46.2,1.3,20.8,BF05,010k,MC_AIXI,100,8,1,0.9,0.99
45.6,1.3,20.2,BF05,010k,MC_AIXI,100,8,1,0.9,0.995
39.9,1.3,21.6,BF05,010k,MC_AIXI,100,8,1,0.95,0.3
42.2,1.4,23.0,BF05,010k,MC_AIXI,100,8,1,0.95,0.6
44.0,1.3,21.7,BF05,010k,MC_AIXI,100,8,1,0.95,0.9
43.6,1.3,21.3,BF05,010k,MC_AIXI,100,8,1,0.95,0.95
43.8,1.2,20.0,BF05,010k,MC_AIXI,100,8,1,0.95,0.99
47.1,1.3,21.2,BF05,010k,MC_AIXI,100,8,1,0.95,0.995
47.7,1.2,18.9,BF05,010k,MC_AIXI,100,8,2,0.05,1.0
43.5,1.0,16.9,BF05,010k,MC_AIXI,100,8,2,0.1,1.0
39.6,1.0,15.6,BF05,010k,MC_AIXI,100,8,2,0.15,1.0
35.7,0.9,15.0,BF05,010k,MC_AIXI,100,8,2,0.2,1.0
49.0,1.4,21.9,BF05,010k,MC_AIXI,100,8,2,0.8,0.3
48.0,1.2,19.5,BF05,010k,MC_AIXI,100,8,2,0.8,0.6
49.1,1.6,25.9,BF05,010k,MC_AIXI,100,8,2,0.8,0.9
50.0,1.5,23.4,BF05,010k,MC_AIXI,100,8,2,0.8,0.95
52.0,1.3,20.5,BF05,010k,MC_AIXI,100,8,2,0.8,0.99
50.8,1.4,22.6,BF05,010k,MC_AIXI,100,8,2,0.8,0.995
51.3,1.3,21.1,BF05,010k,MC_AIXI,100,8,2,0.85,0.3
50.8,1.4,22.0,BF05,010k,MC_AIXI,100,8,2,0.85,0.6
49.2,1.4,21.9,BF05,010k,MC_AIXI,100,8,2,0.85,0.9
47.6,1.4,22.2,BF05,010k,MC_AIXI,100,8,2,0.85,0.95
51.3,1.4,21.9,BF05,010k,MC_AIXI,100,8,2,0.85,0.99
50.0,1.4,22.2,BF05,010k,MC_AIXI,100,8,2,0.85,0.995
51.4,1.2,20.1,BF05,010k,MC_AIXI,100,8,2,0.9,0.3
50.3,1.4,22.0,BF05,010k,MC_AIXI,100,8,2,0.9,0.6
49.5,1.3,20.6,BF05,010k,MC_AIXI,100,8,2,0.9,0.9
49.9,1.3,21.3,BF05,010k,MC_AIXI,100,8,2,0.9,0.95
49.3,1.3,21.3,BF05,010k,MC_AIXI,100,8,2,0.9,0.99
50.6,1.4,22.1,BF05,010k,MC_AIXI,100,8,2,0.9,0.995
52.0,1.3,20.8,BF05,010k,MC_AIXI,100,8,2,0.95,0.3
51.3,1.4,22.2,BF05,010k,MC_AIXI,100,8,2,0.95,0.6
49.0,1.2,19.8,BF05,010k,MC_AIXI,100,8,2,0.95,0.9
48.2,1.3,20.2,BF05,010k,MC_AIXI,100,8,2,0.95,0.95
51.2,1.4,22.2,BF05,010k,MC_AIXI,100,8,2,0.95,0.99
48.9,1.3,20.8,BF05,010k,MC_AIXI,100,8,2,0.95,0.995
47.7,1.1,18.3,BF05,010k,MC_AIXI,100,8,3,0.05,1.0
41.6,1.0,16.8,BF05,010k,MC_AIXI,100,8,3,0.1,1.0
38.1,1.0,15.5,BF05,010k,MC_AIXI,100,8,3,0.15,1.0
33.8,0.9,14.1,BF05,010k,MC_AIXI,100,8,3,0.2,1.0
50.6,1.3,21.6,BF05,010k,MC_AIXI,100,8,3,0.8,0.3
52.5,1.3,21.5,BF05,010k,MC_AIXI,100,8,3,0.8,0.6
50.0,1.3,21.6,BF05,010k,MC_AIXI,100,8,3,0.8,0.9
53.2,1.3,21.3,BF05,010k,MC_AIXI,100,8,3,0.8,0.95
50.5,1.5,24.0,BF05,010k,MC_AIXI,100,8,3,0.8,0.99
52.3,1.3,20.7,BF05,010k,MC_AIXI,100,8,3,0.8,0.995
52.2,1.4,23.1,BF05,010k,MC_AIXI,100,8,3,0.85,0.3
53.0,1.3,21.5,BF05,010k,MC_AIXI,100,8,3,0.85,0.6
47.5,1.5,24.8,BF05,010k,MC_AIXI,100,8,3,0.85,0.9
49.1,1.4,23.0,BF05,010k,MC_AIXI,100,8,3,0.85,0.95
52.4,1.3,21.4,BF05,010k,MC_AIXI,100,8,3,0.85,0.99
51.5,1.4,22.0,BF05,010k,MC_AIXI,100,8,3,0.85,0.995
52.3,1.4,21.8,BF05,010k,MC_AIXI,100,8,3,0.9,0.3
53.6,1.4,21.8,BF05,010k,MC_AIXI,100,8,3,0.9,0.6
47.5,1.5,25.0,BF05,010k,MC_AIXI,100,8,3,0.9,0.9
51.9,1.3,20.7,BF05,010k,MC_AIXI,100,8,3,0.9,0.95
52.4,1.3,21.6,BF05,010k,MC_AIXI,100,8,3,0.9,0.99
51.5,1.3,20.8,BF05,010k,MC_AIXI,100,8,3,0.9,0.995
52.6,1.3,21.7,BF05,010k,MC_AIXI,100,8,3,0.95,0.3
53.3,1.3,21.7,BF05,010k,MC_AIXI,100,8,3,0.95,0.6
47.7,1.5,24.9,BF05,010k,MC_AIXI,100,8,3,0.95,0.9
51.6,1.4,23.2,BF05,010k,MC_AIXI,100,8,3,0.95,0.95
52.6,1.3,21.3,BF05,010k,MC_AIXI,100,8,3,0.95,0.99
50.9,1.3,21.7,BF05,010k,MC_AIXI,100,8,3,0.95,0.995
44.1,1.2,18.8,BF05,010k,MC_AIXI,100,8,4,0.05,1.0
39.8,1.0,16.9,BF05,010k,MC_AIXI,100,8,4,0.1,1.0
35.7,0.9,14.5,BF05,010k,MC_AIXI,100,8,4,0.15,1.0
31.9,0.8,13.6,BF05,010k,MC_AIXI,100,8,4,0.2,1.0
50.1,1.4,22.9,BF05,010k,MC_AIXI,100,8,4,0.8,0.3
48.8,1.3,21.0,BF05,010k,MC_AIXI,100,8,4,0.8,0.6
50.9,1.4,22.4,BF05,010k,MC_AIXI,100,8,4,0.8,0.9
48.6,1.4,22.2,BF05,010k,MC_AIXI,100,8,4,0.8,0.95
51.8,1.3,20.7,BF05,010k,MC_AIXI,100,8,4,0.8,0.99
50.7,1.3,20.8,BF05,010k,MC_AIXI,100,8,4,0.8,0.995
48.6,1.4,23.0,BF05,010k,MC_AIXI,100,8,4,0.85,0.3
45.8,1.3,20.3,BF05,010k,MC_AIXI,100,8,4,0.85,0.6
49.9,1.4,22.1,BF05,010k,MC_AIXI,100,8,4,0.85,0.9
49.0,1.4,22.9,BF05,010k,MC_AIXI,100,8,4,0.85,0.95
48.9,1.4,23.2,BF05,010k,MC_AIXI,100,8,4,0.85,0.99
47.9,1.3,20.6,BF05,010k,MC_AIXI,100,8,4,0.85,0.995
48.5,1.5,23.6,BF05,010k,MC_AIXI,100,8,4,0.9,0.3
45.8,1.3,20.8,BF05,010k,MC_AIXI,100,8,4,0.9,0.6
50.3,1.4,22.2,BF05,010k,MC_AIXI,100,8,4,0.9,0.9
49.1,1.4,22.9,BF05,010k,MC_AIXI,100,8,4,0.9,0.95
51.2,1.4,23.1,BF05,010k,MC_AIXI,100,8,4,0.9,0.99
47.6,1.4,22.6,BF05,010k,MC_AIXI,100,8,4,0.9,0.995
48.8,1.4,23.3,BF05,010k,MC_AIXI,100,8,4,0.95,0.3
46.6,1.3,21.5,BF05,010k,MC_AIXI,100,8,4,0.95,0.6
49.7,1.4,22.6,BF05,010k,MC_AIXI,100,8,4,0.95,0.9
49.2,1.3,21.3,BF05,010k,MC_AIXI,100,8,4,0.95,0.95
47.5,1.3,21.5,BF05,010k,MC_AIXI,100,8,4,0.95,0.99
47.3,1.3,21.7,BF05,010k,MC_AIXI,100,8,4,0.95,0.995
43.2,1.1,17.6,BF05,010k,MC_AIXI,100,8,5,0.05,1.0
37.8,1.0,15.7,BF05,010k,MC_AIXI,100,8,5,0.1,1.0
33.1,0.9,14.2,BF05,010k,MC_AIXI,100,8,5,0.15,1.0
29.7,0.8,12.8,BF05,010k,MC_AIXI,100,8,5,0.2,1.0
47.9,1.3,20.8,BF05,010k,MC_AIXI,100,8,5,0.8,0.3
49.5,1.4,22.7,BF05,010k,MC_AIXI,100,8,5,0.8,0.6
51.9,1.3,20.5,BF05,010k,MC_AIXI,100,8,5,0.8,0.9
50.4,1.3,21.2,BF05,010k,MC_AIXI,100,8,5,0.8,0.95
50.3,1.3,21.6,BF05,010k,MC_AIXI,100,8,5,0.8,0.99
50.2,1.3,21.4,BF05,010k,MC_AIXI,100,8,5,0.8,0.995
47.3,1.4,23.2,BF05,010k,MC_AIXI,100,8,5,0.85,0.3
49.2,1.3,21.7,BF05,010k,MC_AIXI,100,8,5,0.85,0.6
50.4,1.4,22.4,BF05,010k,MC_AIXI,100,8,5,0.85,0.9
50.1,1.3,20.9,BF05,010k,MC_AIXI,100,8,5,0.85,0.95
50.9,1.3,21.4,BF05,010k,MC_AIXI,100,8,5,0.85,0.99
49.0,1.3,21.8,BF05,010k,MC_AIXI,100,8,5,0.85,0.995
48.1,1.5,23.7,BF05,010k,MC_AIXI,100,8,5,0.9,0.3
49.6,1.4,21.8,BF05,010k,MC_AIXI,100,8,5,0.9,0.6
50.2,1.4,23.0,BF05,010k,MC_AIXI,100,8,5,0.9,0.9
51.7,1.3,21.0,BF05,010k,MC_AIXI,100,8,5,0.9,0.95
51.2,1.3,21.2,BF05,010k,MC_AIXI,100,8,5,0.9,0.99
50.1,1.3,21.5,BF05,010k,MC_AIXI,100,8,5,0.9,0.995
47.9,1.5,23.7,BF05,010k,MC_AIXI,100,8,5,0.95,0.3
49.8,1.3,21.3,BF05,010k,MC_AIXI,100,8,5,0.95,0.6
50.7,1.4,21.9,BF05,010k,MC_AIXI,100,8,5,0.95,0.9
50.4,1.4,21.8,BF05,010k,MC_AIXI,100,8,5,0.95,0.95
49.0,1.3,21.6,BF05,010k,MC_AIXI,100,8,5,0.95,0.99
51.2,1.3,20.3,BF05,010k,MC_AIXI,100,8,5,0.95,0.995
30.8,1.0,16.8,BF05,010k,MC_AIXI,50,16,1,0.05,1.0
29.5,1.0,16.1,BF05,010k,MC_AIXI,50,16,1,0.1,1.0
27.0,0.8,13.3,BF05,010k,MC_AIXI,50,16,1,0.15,1.0
25.4,0.8,13.0,BF05,010k,MC_AIXI,50,16,1,0.2,1.0
35.4,1.2,18.9,BF05,010k,MC_AIXI,50,16,1,0.8,0.3
36.7,1.1,18.3,BF05,010k,MC_AIXI,50,16,1,0.8,0.6
41.5,1.3,20.4,BF05,010k,MC_AIXI,50,16,1,0.8,0.9
41.8,1.2,19.5,BF05,010k,MC_AIXI,50,16,1,0.8,0.95
41.3,1.3,20.4,BF05,010k,MC_AIXI,50,16,1,0.8,0.99
38.6,1.4,21.8,BF05,010k,MC_AIXI,50,16,1,0.8,0.995
31.8,1.2,19.3,BF05,010k,MC_AIXI,50,16,1,0.85,0.3
40.9,1.5,23.6,BF05,010k,MC_AIXI,50,16,1,0.85,0.6
40.2,1.3,21.6,BF05,010k,MC_AIXI,50,16,1,0.85,0.9
37.6,1.3,20.4,BF05,010k,MC_AIXI,50,16,1,0.85,0.95
38.4,1.4,21.9,BF05,010k,MC_AIXI,50,16,1,0.85,0.99
39.5,1.4,23.1,BF05,010k,MC_AIXI,50,16,1,0.85,0.995
32.6,1.3,20.3,BF05,010k,MC_AIXI,50,16,1,0.9,0.3
39.8,1.5,23.6,BF05,010k,MC_AIXI,50,16,1,0.9,0.6
39.9,1.3,21.0,BF05,010k,MC_AIXI,50,16,1,0.9,0.9
38.0,1.1,18.5,BF05,010k,MC_AIXI,50,16,1,0.9,0.95
36.9,1.4,23.2,BF05,010k,MC_AIXI,50,16,1,0.9,0.99
34.7,1.4,21.8,BF05,010k,MC_AIXI,50,16,1,0.9,0.995
32.7,1.2,19.8,BF05,010k,MC_AIXI,50,16,1,0.95,0.3
40.3,1.4,23.0,BF05,010k,MC_AIXI,50,16,1,0.95,0.6
39.5,1.3,20.5,BF05,010k,MC_AIXI,50,16,1,0.95,0.9
38.2,1.2,19.1,BF05,010k,MC_AIXI,50,16,1,0.95,0.95
40.7,1.2,19.4,BF05,010k,MC_AIXI,50,16,1,0.95,0.99
35.7,1.3,21.7,BF05,010k,MC_AIXI,50,16,1,0.95,0.995
43.5,0.5,19.7,BF05,010k,MC_AIXI,50,16,2,0.05,1.0
41.8,1.1,18.1,BF05,010k,MC_AIXI,50,16,2,0.1,1.0
40.1,1.1,17.0,BF05,010k,MC_AIXI,50,16,2,0.15,1.0
37.6,1.0,15.7,BF05,010k,MC_AIXI,50,16,2,0.2,1.0
47.5,1.4,22.2,BF05,010k,MC_AIXI,50,16,2,0.8,0.3
42.9,1.5,24.0,BF05,010k,MC_AIXI,50,16,2,0.8,0.6
48.7,1.4,22.6,BF05,010k,MC_AIXI,50,16,2,0.8,0.9
47.3,1.2,19.5,BF05,010k,MC_AIXI,50,16,2,0.8,0.95
50.3,1.3,21.1,BF05,010k,MC_AIXI,50,16,2,0.8,0.99
48.4,1.3,20.6,BF05,010k,MC_AIXI,50,16,2,0.8,0.995
46.2,1.4,22.2,BF05,010k,MC_AIXI,50,16,2,0.85,0.3
47.7,1.5,24.3,BF05,010k,MC_AIXI,50,16,2,0.85,0.6
50.7,1.3,20.2,BF05,010k,MC_AIXI,50,16,2,0.85,0.9
49.4,1.3,21.5,BF05,010k,MC_AIXI,50,16,2,0.85,0.95
49.3,1.2,20.1,BF05,010k,MC_AIXI,50,16,2,0.85,0.99
49.3,1.3,21.1,BF05,010k,MC_AIXI,50,16,2,0.85,0.995
47.4,1.4,22.1,BF05,010k,MC_AIXI,50,16,2,0.9,0.3
47.4,1.5,23.9,BF05,010k,MC_AIXI,50,16,2,0.9,0.6
50.5,1.3,20.7,BF05,010k,MC_AIXI,50,16,2,0.9,0.9
50.1,1.3,21.4,BF05,010k,MC_AIXI,50,16,2,0.9,0.95
49.5,1.3,21.6,BF05,010k,MC_AIXI,50,16,2,0.9,0.99
49.0,1.3,20.6,BF05,010k,MC_AIXI,50,16,2,0.9,0.995
47.0,1.4,22.2,BF05,010k,MC_AIXI,50,16,2,0.95,0.3
48.2,1.5,23.9,BF05,010k,MC_AIXI,50,16,2,0.95,0.6
51.2,1.2,19.3,BF05,010k,MC_AIXI,50,16,2,0.95,0.9
47.9,1.3,20.6,BF05,010k,MC_AIXI,50,16,2,0.95,0.95
48.5,1.3,20.2,BF05,010k,MC_AIXI,50,16,2,0.95,0.99
50.4,1.4,22.4,BF05,010k,MC_AIXI,50,16,2,0.95,0.995
46.1,1.2,19.8,BF05,010k,MC_AIXI,50,16,3,0.05,1.0
43.5,1.1,17.7,BF05,010k,MC_AIXI,50,16,3,0.1,1.0
41.1,1.0,16.2,BF05,010k,MC_AIXI,50,16,3,0.15,1.0
38.7,1.0,15.5,BF05,010k,MC_AIXI,50,16,3,0.2,1.0
50.4,1.4,22.2,BF05,010k,MC_AIXI,50,16,3,0.8,0.3
51.3,1.5,23.4,BF05,010k,MC_AIXI,50,16,3,0.8,0.6
51.1,1.4,22.9,BF05,010k,MC_AIXI,50,16,3,0.8,0.9
48.7,1.5,23.6,BF05,010k,MC_AIXI,50,16,3,0.8,0.95
51.4,1.4,22.9,BF05,010k,MC_AIXI,50,16,3,0.8,0.99
47.4,1.3,21.2,BF05,010k,MC_AIXI,50,16,3,0.8,0.995
50.3,1.5,23.9,BF05,010k,MC_AIXI,50,16,3,0.85,0.3
49.9,1.3,20.7,BF05,010k,MC_AIXI,50,16,3,0.85,0.6
50.9,1.3,20.8,BF05,010k,MC_AIXI,50,16,3,0.85,0.9
51.2,1.3,21.7,BF05,010k,MC_AIXI,50,16,3,0.85,0.95
48.3,1.5,24.6,BF05,010k,MC_AIXI,50,16,3,0.85,0.99
49.0,1.4,22.7,BF05,010k,MC_AIXI,50,16,3,0.85,0.995
50.9,1.5,23.7,BF05,010k,MC_AIXI,50,16,3,0.9,0.3
49.5,1.3,21.1,BF05,010k,MC_AIXI,50,16,3,0.9,0.6
50.9,1.3,20.7,BF05,010k,MC_AIXI,50,16,3,0.9,0.9
45.5,1.3,21.1,BF05,010k,MC_AIXI,50,16,3,0.9,0.95
47.6,1.4,22.3,BF05,010k,MC_AIXI,50,16,3,0.9,0.99
46.3,1.5,24.4,BF05,010k,MC_AIXI,50,16,3,0.9,0.995
50.7,1.5,24.1,BF05,010k,MC_AIXI,50,16,3,0.95,0.3
49.2,1.3,20.3,BF05,010k,MC_AIXI,50,16,3,0.95,0.6
51.2,1.3,21.5,BF05,010k,MC_AIXI,50,16,3,0.95,0.9
46.3,1.4,22.5,BF05,010k,MC_AIXI,50,16,3,0.95,0.95
47.7,1.5,23.8,BF05,010k,MC_AIXI,50,16,3,0.95,0.99
49.5,1.4,22.3,BF05,010k,MC_AIXI,50,16,3,0.95,0.995
43.1,1.2,19.7,BF05,010k,MC_AIXI,50,16,4,0.05,1.0
39.3,1.1,17.4,BF05,010k,MC_AIXI,50,16,4,0.1,1.0
36.2,1.0,16.3,BF05,010k,MC_AIXI,50,16,4,0.15,1.0
34.3,0.9,14.9,BF05,010k,MC_AIXI,50,16,4,0.2,1.0
46.1,1.5,24.7,BF05,010k,MC_AIXI,50,16,4,0.8,0.3
46.4,1.5,24.0,BF05,010k,MC_AIXI,50,16,4,0.8,0.6
51.2,1.3,21.0,BF05,010k,MC_AIXI,50,16,4,0.8,0.9
47.3,1.4,22.7,BF05,010k,MC_AIXI,50,16,4,0.8,0.95
47.6,1.5,24.1,BF05,010k,MC_AIXI,50,16,4,0.8,0.99
46.0,1.4,22.8,BF05,010k,MC_AIXI,50,16,4,0.8,0.995
48.1,1.5,23.4,BF05,010k,MC_AIXI,50,16,4,0.85,0.3
46.1,1.6,25.7,BF05,010k,MC_AIXI,50,16,4,0.85,0.6
46.8,1.4,23.1,BF05,010k,MC_AIXI,50,16,4,0.85,0.9
50.2,1.4,22.5,BF05,010k,MC_AIXI,50,16,4,0.85,0.95
45.7,1.4,22.8,BF05,010k,MC_AIXI,50,16,4,0.85,0.99
50.1,1.4,22.6,BF05,010k,MC_AIXI,50,16,4,0.85,0.995
47.9,1.5,23.9,BF05,010k,MC_AIXI,50,16,4,0.9,0.3
46.3,1.6,26.0,BF05,010k,MC_AIXI,50,16,4,0.9,0.6
46.7,1.5,23.9,BF05,010k,MC_AIXI,50,16,4,0.9,0.9
47.5,1.3,21.5,BF05,010k,MC_AIXI,50,16,4,0.9,0.95
46.7,1.4,23.2,BF05,010k,MC_AIXI,50,16,4,0.9,0.99
42.9,1.4,22.0,BF05,010k,MC_AIXI,50,16,4,0.9,0.995
48.6,1.5,24.0,BF05,010k,MC_AIXI,50,16,4,0.95,0.3
45.6,1.7,26.8,BF05,010k,MC_AIXI,50,16,4,0.95,0.6
47.2,1.4,23.1,BF05,010k,MC_AIXI,50,16,4,0.95,0.9
46.5,1.4,22.6,BF05,010k,MC_AIXI,50,16,4,0.95,0.95
46.5,1.4,23.3,BF05,010k,MC_AIXI,50,16,4,0.95,0.99
50.4,1.3,21.4,BF05,010k,MC_AIXI,50,16,4,0.95,0.995
43.6,1.2,19.6,BF05,010k,MC_AIXI,50,16,5,0.05,1.0
41.0,1.1,17.5,BF05,010k,MC_AIXI,50,16,5,0.1,1.0
38.3,1.0,15.8,BF05,010k,MC_AIXI,50,16,5,0.15,1.0
34.9,0.9,14.6,BF05,010k,MC_AIXI,50,16,5,0.2,1.0
45.7,1.3,21.5,BF05,010k,MC_AIXI,50,16,5,0.8,0.3
45.2,1.4,22.5,BF05,010k,MC_AIXI,50,16,5,0.8,0.6
45.0,1.4,22.4,BF05,010k,MC_AIXI,50,16,5,0.8,0.9
48.2,1.4,22.0,BF05,010k,MC_AIXI,50,16,5,0.8,0.95
47.0,1.3,21.5,BF05,010k,MC_AIXI,50,16,5,0.8,0.99
45.4,1.4,22.0,BF05,010k,MC_AIXI,50,16,5,0.8,0.995
43.4,1.4,22.8,BF05,010k,MC_AIXI,50,16,5,0.85,0.3
46.6,1.4,22.6,BF05,010k,MC_AIXI,50,16,5,0.85,0.6
47.8,1.3,21.7,BF05,010k,MC_AIXI,50,16,5,0.85,0.9
47.0,1.4,22.5,BF05,010k,MC_AIXI,50,16,5,0.85,0.95
46.9,1.4,22.2,BF05,010k,MC_AIXI,50,16,5,0.85,0.99
45.8,1.3,21.7,BF05,010k,MC_AIXI,50,16,5,0.85,0.995
42.5,1.4,22.9,BF05,010k,MC_AIXI,50,16,5,0.9,0.3
46.5,1.4,22.2,BF05,010k,MC_AIXI,50,16,5,0.9,0.6
48.3,1.3,21.2,BF05,010k,MC_AIXI,50,16,5,0.9,0.9
48.1,1.5,23.6,BF05,010k,MC_AIXI,50,16,5,0.9,0.95
45.2,1.5,23.4,BF05,010k,MC_AIXI,50,16,5,0.9,0.99
46.5,1.4,22.6,BF05,010k,MC_AIXI,50,16,5,0.9,0.995
43.2,1.4,22.8,BF05,010k,MC_AIXI,50,16,5,0.95,0.3
46.3,1.4,22.9,BF05,010k,MC_AIXI,50,16,5,0.95,0.6
47.8,1.3,20.9,BF05,010k,MC_AIXI,50,16,5,0.95,0.9
46.1,1.5,24.4,BF05,010k,MC_AIXI,50,16,5,0.95,0.95
45.6,1.5,24.8,BF05,010k,MC_AIXI,50,16,5,0.95,0.99
47.2,1.4,22.1,BF05,010k,MC_AIXI,50,16,5,0.95,0.995
30.6,1.1,17.4,BF05,010k,MC_AIXI,50,32,1,0.05,1.0
29.1,1.0,15.5,BF05,010k,MC_AIXI,50,32,1,0.1,1.0
25.8,0.9,13.9,BF05,010k,MC_AIXI,50,32,1,0.15,1.0
24.5,0.8,13.0,BF05,010k,MC_AIXI,50,32,1,0.2,1.0
40.3,1.3,21.1,BF05,010k,MC_AIXI,50,32,1,0.8,0.3
38.8,1.3,21.2,BF05,010k,MC_AIXI,50,32,1,0.8,0.6
38.8,1.2,19.8,BF05,010k,MC_AIXI,50,32,1,0.8,0.9
