"AIQ","HCI","SD","BF","EL","AGNT","MC","CTD","AH","E","ED"
32.3,1.0,16.2,BF05,001k,MC_AIXI,100,16,1,0.05,1.0
28.3,0.9,15.3,BF05,001k,MC_AIXI,100,16,1,0.1,1.0
27.2,0.8,13.6,BF05,001k,MC_AIXI,100,16,1,0.15,1.0
24.6,0.8,12.4,BF05,001k,MC_AIXI,100,16,1,0.2,1.0
35.2,1.3,20.2,BF05,001k,MC_AIXI,100,16,1,0.8,0.3
34.0,1.1,17.5,BF05,001k,MC_AIXI,100,16,1,0.8,0.6
36.3,1.2,20.1,BF05,001k,MC_AIXI,100,16,1,0.8,0.9
35.6,1.2,18.9,BF05,001k,MC_AIXI,100,16,1,0.8,0.95
33.8,1.0,15.9,BF05,001k,MC_AIXI,100,16,1,0.8,0.99
28.2,1.0,15.7,BF05,001k,MC_AIXI,100,16,1,0.8,0.995
32.7,1.1,18.4,BF05,001k,MC_AIXI,100,16,1,0.85,0.3
32.5,1.2,19.6,BF05,001k,MC_AIXI,100,16,1,0.85,0.6
34.8,1.1,18.1,BF05,001k,MC_AIXI,100,16,1,0.85,0.9
36.7,1.1,18.5,BF05,001k,MC_AIXI,100,16,1,0.85,0.95
34.3,1.0,16.1,BF05,001k,MC_AIXI,100,16,1,0.85,0.99
27.5,0.9,14.6,BF05,001k,MC_AIXI,100,16,1,0.85,0.995
32.7,1.1,17.8,BF05,001k,MC_AIXI,100,16,1,0.9,0.3
33.6,1.2,19.4,BF05,001k,MC_AIXI,100,16,1,0.9,0.6
34.8,1.2,18.6,BF05,001k,MC_AIXI,100,16,1,0.9,0.9
37.4,1.1,17.9,BF05,001k,MC_AIXI,100,16,1,0.9,0.95
33.3,1.1,17.3,BF05,001k,MC_AIXI,100,16,1,0.9,0.99
26.2,0.9,15.1,BF05,001k,MC_AIXI,100,16,1,0.9,0.995
33.0,1.2,18.7,BF05,001k,MC_AIXI,100,16,1,0.95,0.3
33.3,1.1,18.0,BF05,001k,MC_AIXI,100,16,1,0.95,0.6
34.4,1.1,18.3,BF05,001k,MC_AIXI,100,16,1,0.95,0.9
31.0,1.1,17.8,BF05,001k,MC_AIXI,100,16,1,0.95,0.95
34.9,1.0,16.7,BF05,001k,MC_AIXI,100,16,1,0.95,0.99
27.1,0.9,14.4,BF05,001k,MC_AIXI,100,16,1,0.95,0.995
38.3,1.1,17.9,BF05,001k,MC_AIXI,100,16,2,0.05,1.0
34.7,1.0,15.6,BF05,001k,MC_AIXI,100,16,2,0.1,1.0
33.1,1.0,16.4,BF05,001k,MC_AIXI,100,16,2,0.15,1.0
31.1,0.8,12.7,BF05,001k,MC_AIXI,100,16,2,0.2,1.0
36.5,1.2,19.8,BF05,001k,MC_AIXI,100,16,2,0.8,0.3
41.4,1.2,18.6,BF05,001k,MC_AIXI,100,16,2,0.8,0.6
43.3,1.1,18.5,BF05,001k,MC_AIXI,100,16,2,0.8,0.9
42.4,1.0,16.9,BF05,001k,MC_AIXI,100,16,2,0.8,0.95
40.6,1.0,16.9,BF05,001k,MC_AIXI,100,16,2,0.8,0.99
35.0,0.9,14.8,BF05,001k,MC_AIXI,100,16,2,0.8,0.995
42.4,1.2,19.9,BF05,001k,MC_AIXI,100,16,2,0.85,0.3
35.4,1.2,19.2,BF05,001k,MC_AIXI,100,16,2,0.85,0.6
42.1,1.1,18.1,BF05,001k,MC_AIXI,100,16,2,0.85,0.9
39.3,1.1,18.1,BF05,001k,MC_AIXI,100,16,2,0.85,0.95
39.4,1.1,17.7,BF05,001k,MC_AIXI,100,16,2,0.85,0.99
34.2,1.0,16.3,BF05,001k,MC_AIXI,100,16,2,0.85,0.995
42.4,1.2,20.1,BF05,001k,MC_AIXI,100,16,2,0.9,0.3
35.2,1.2,19.0,BF05,001k,MC_AIXI,100,16,2,0.9,0.6
41.9,1.1,18.3,BF05,001k,MC_AIXI,100,16,2,0.9,0.9
39.5,1.2,19.0,BF05,001k,MC_AIXI,100,16,2,0.9,0.95
37.9,1.1,17.2,BF05,001k,MC_AIXI,100,16,2,0.9,0.99
35.0,0.9,15.1,BF05,001k,MC_AIXI,100,16,2,0.9,0.995
42.7,1.1,18.1,BF05,001k,MC_AIXI,100,16,2,0.95,0.3
35.6,1.2,19.9,BF05,001k,MC_AIXI,100,16,2,0.95,0.6
42.2,1.2,19.0,BF05,001k,MC_AIXI,100,16,2,0.95,0.9
39.8,1.2,18.8,BF05,001k,MC_AIXI,100,16,2,0.95,0.95
37.1,1.1,17.4,BF05,001k,MC_AIXI,100,16,2,0.95,0.99
33.8,0.9,15.0,BF05,001k,MC_AIXI,100,16,2,0.95,0.995
36.9,1.0,15.8,BF05,001k,MC_AIXI,100,16,3,0.05,1.0
34.2,1.0,16.1,BF05,001k,MC_AIXI,100,16,3,0.1,1.0
31.4,0.9,14.1,BF05,001k,MC_AIXI,100,16,3,0.15,1.0
30.0,0.9,14.3,BF05,001k,MC_AIXI,100,16,3,0.2,1.0
40.0,1.2,19.8,BF05,001k,MC_AIXI,100,16,3,0.8,0.3
40.2,1.2,19.4,BF05,001k,MC_AIXI,100,16,3,0.8,0.6
41.1,1.1,18.5,BF05,001k,MC_AIXI,100,16,3,0.8,0.9
36.8,1.2,20.0,BF05,001k,MC_AIXI,100,16,3,0.8,0.95
35.4,1.0,16.7,BF05,001k,MC_AIXI,100,16,3,0.8,0.99
33.0,0.9,14.4,BF05,001k,MC_AIXI,100,16,3,0.8,0.995
38.3,1.2,18.7,BF05,001k,MC_AIXI,100,16,3,0.85,0.3
42.1,1.1,18.2,BF05,001k,MC_AIXI,100,16,3,0.85,0.6
39.9,1.2,19.1,BF05,001k,MC_AIXI,100,16,3,0.85,0.9
39.6,1.1,18.0,BF05,001k,MC_AIXI,100,16,3,0.85,0.95
34.3,1.2,19.5,BF05,001k,MC_AIXI,100,16,3,0.85,0.99
33.2,0.9,14.4,BF05,001k,MC_AIXI,100,16,3,0.85,0.995
37.5,1.2,18.8,BF05,001k,MC_AIXI,100,16,3,0.9,0.3
42.7,1.1,18.5,BF05,001k,MC_AIXI,100,16,3,0.9,0.6
39.8,1.2,18.8,BF05,001k,MC_AIXI,100,16,3,0.9,0.9
39.4,1.2,18.9,BF05,001k,MC_AIXI,100,16,3,0.9,0.95
37.9,1.1,17.8,BF05,001k,MC_AIXI,100,16,3,0.9,0.99
33.1,1.0,16.9,BF05,001k,MC_AIXI,100,16,3,0.9,0.995
38.1,1.1,18.5,BF05,001k,MC_AIXI,100,16,3,0.95,0.3
41.7,1.1,18.4,BF05,001k,MC_AIXI,100,16,3,0.95,0.6
39.4,1.2,19.5,BF05,001k,MC_AIXI,100,16,3,0.95,0.9
39.1,1.3,20.4,BF05,001k,MC_AIXI,100,16,3,0.95,0.95
36.1,1.1,17.2,BF05,001k,MC_AIXI,100,16,3,0.95,0.99
32.0,0.9,15.1,BF05,001k,MC_AIXI,100,16,3,0.95,0.995
35.1,1.1,17.5,BF05,001k,MC_AIXI,100,16,4,0.05,1.0
34.2,1.0,16.2,BF05,001k,MC_AIXI,100,16,4,0.1,1.0
31.4,0.9,13.7,BF05,001k,MC_AIXI,100,16,4,0.15,1.0
28.6,0.8,13.1,BF05,001k,MC_AIXI,100,16,4,0.2,1.0
37.4,1.2,18.9,BF05,001k,MC_AIXI,100,16,4,0.8,0.3
36.8,1.2,19.5,BF05,001k,MC_AIXI,100,16,4,0.8,0.6
39.3,1.3,20.7,BF05,001k,MC_AIXI,100,16,4,0.8,0.9
36.3,1.1,17.4,BF05,001k,MC_AIXI,100,16,4,0.8,0.95
35.2,1.0,16.6,BF05,001k,MC_AIXI,100,16,4,0.8,0.99
32.8,0.9,14.8,BF05,001k,MC_AIXI,100,16,4,0.8,0.995
38.1,1.1,18.5,BF05,001k,MC_AIXI,100,16,4,0.85,0.3
39.6,1.1,17.9,BF05,001k,MC_AIXI,100,16,4,0.85,0.6
40.3,1.1,17.0,BF05,001k,MC_AIXI,100,16,4,0.85,0.9
38.4,1.1,17.7,BF05,001k,MC_AIXI,100,16,4,0.85,0.95
35.9,1.1,18.1,BF05,001k,MC_AIXI,100,16,4,0.85,0.99
31.7,0.9,14.4,BF05,001k,MC_AIXI,100,16,4,0.85,0.995
37.6,1.1,18.2,BF05,001k,MC_AIXI,100,16,4,0.9,0.3
40.0,1.1,18.6,BF05,001k,MC_AIXI,100,16,4,0.9,0.6
40.4,1.1,17.7,BF05,001k,MC_AIXI,100,16,4,0.9,0.9
38.2,1.2,19.7,BF05,001k,MC_AIXI,100,16,4,0.9,0.95
34.2,1.1,17.6,BF05,001k,MC_AIXI,100,16,4,0.9,0.99
32.2,1.0,16.2,BF05,001k,MC_AIXI,100,16,4,0.9,0.995
38.1,1.1,18.1,BF05,001k,MC_AIXI,100,16,4,0.95,0.3
39.8,1.1,17.6,BF05,001k,MC_AIXI,100,16,4,0.95,0.6
40.7,1.0,16.7,BF05,001k,MC_AIXI,100,16,4,0.95,0.9
36.2,1.1,17.2,BF05,001k,MC_AIXI,100,16,4,0.95,0.95
36.3,1.1,17.3,BF05,001k,MC_AIXI,100,16,4,0.95,0.99
31.4,0.9,13.9,BF05,001k,MC_AIXI,100,16,4,0.95,0.995
35.0,1.0,15.9,BF05,001k,MC_AIXI,100,16,5,0.05,1.0
32.6,1.0,15.6,BF05,001k,MC_AIXI,100,16,5,0.1,1.0
29.5,0.9,15.0,BF05,001k,MC_AIXI,100,16,5,0.15,1.0
28.5,0.9,14.0,BF05,001k,MC_AIXI,100,16,5,0.2,1.0
37.4,1.2,19.6,BF05,001k,MC_AIXI,100,16,5,0.8,0.3
40.5,1.2,18.9,BF05,001k,MC_AIXI,100,16,5,0.8,0.6
37.5,1.2,19.5,BF05,001k,MC_AIXI,100,16,5,0.8,0.9
37.6,1.1,17.2,BF05,001k,MC_AIXI,100,16,5,0.8,0.95
37.1,1.1,16.9,BF05,001k,MC_AIXI,100,16,5,0.8,0.99
32.3,1.0,16.2,BF05,001k,MC_AIXI,100,16,5,0.8,0.995
36.1,1.2,20.1,BF05,001k,MC_AIXI,100,16,5,0.85,0.3
39.2,1.1,18.1,BF05,001k,MC_AIXI,100,16,5,0.85,0.6
37.5,1.1,17.6,BF05,001k,MC_AIXI,100,16,5,0.85,0.9
37.9,1.1,17.5,BF05,001k,MC_AIXI,100,16,5,0.85,0.95
36.9,1.1,17.2,BF05,001k,MC_AIXI,100,16,5,0.85,0.99
31.6,0.9,15.0,BF05,001k,MC_AIXI,100,16,5,0.85,0.995
36.1,1.2,20.1,BF05,001k,MC_AIXI,100,16,5,0.9,0.3
38.6,1.1,18.1,BF05,001k,MC_AIXI,100,16,5,0.9,0.6
37.8,1.1,18.2,BF05,001k,MC_AIXI,100,16,5,0.9,0.9
37.8,1.0,16.7,BF05,001k,MC_AIXI,100,16,5,0.9,0.95
35.6,1.1,17.4,BF05,001k,MC_AIXI,100,16,5,0.9,0.99
31.8,0.9,15.1,BF05,001k,MC_AIXI,100,16,5,0.9,0.995
36.4,1.3,20.2,BF05,001k,MC_AIXI,100,16,5,0.95,0.3
38.6,1.1,17.8,BF05,001k,MC_AIXI,100,16,5,0.95,0.6
38.1,1.1,17.8,BF05,001k,MC_AIXI,100,16,5,0.95,0.9
38.0,1.1,17.1,BF05,001k,MC_AIXI,100,16,5,0.95,0.95
35.7,1.0,16.6,BF05,001k,MC_AIXI,100,16,5,0.95,0.99
29.9,0.8,13.5,BF05,001k,MC_AIXI,100,16,5,0.95,0.995
34.8,1.0,16.1,BF05,001k,MC_AIXI,100,32,1,0.05,1.0
29.1,1.0,15.4,BF05,001k,MC_AIXI,100,32,1,0.1,1.0
28.1,0.9,14.0,BF05,001k,MC_AIXI,100,32,1,0.15,1.0
26.4,0.9,13.9,BF05,001k,MC_AIXI,100,32,1,0.2,1.0
32.1,1.2,18.9,BF05,001k,MC_AIXI,100,32,1,0.8,0.3
29.4,1.1,18.3,BF05,001k,MC_AIXI,100,32,1,0.8,0.6
36.2,1.3,20.3,BF05,001k,MC_AIXI,100,32,1,0.8,0.9
37.6,1.2,19.4,BF05,001k,MC_AIXI,100,32,1,0.8,0.95
33.6,1.1,17.4,BF05,001k,MC_AIXI,100,32,1,0.8,0.99
27.8,0.9,14.5,BF05,001k,MC_AIXI,100,32,1,0.8,0.995
32.3,1.3,21.2,BF05,001k,MC_AIXI,100,32,1,0.85,0.3
33.8,1.2,19.7,BF05,001k,MC_AIXI,100,32,1,0.85,0.6
34.2,1.2,18.8,BF05,001k,MC_AIXI,100,32,1,0.85,0.9
38.0,1.2,19.1,BF05,001k,MC_AIXI,100,32,1,0.85,0.95
34.8,1.0,16.5,BF05,001k,MC_AIXI,100,32,1,0.85,0.99
28.1,0.9,14.8,BF05,001k,MC_AIXI,100,32,1,0.85,0.995
32.0,1.2,19.3,BF05,001k,MC_AIXI,100,32,1,0.9,0.3
34.1,1.3,20.5,BF05,001k,MC_AIXI,100,32,1,0.9,0.6
33.1,1.2,19.5,BF05,001k,MC_AIXI,100,32,1,0.9,0.9
34.6,1.2,19.6,BF05,001k,MC_AIXI,100,32,1,0.9,0.95
34.2,1.1,17.4,BF05,001k,MC_AIXI,100,32,1,0.9,0.99
26.6,0.9,14.7,BF05,001k,MC_AIXI,100,32,1,0.9,0.995
32.1,1.3,20.7,BF05,001k,MC_AIXI,100,32,1,0.95,0.3
34.3,1.3,20.6,BF05,001k,MC_AIXI,100,32,1,0.95,0.6
33.7,1.2,19.6,BF05,001k,MC_AIXI,100,32,1,0.95,0.9
38.2,1.2,19.7,BF05,001k,MC_AIXI,100,32,1,0.95,0.95
33.7,1.0,16.7,BF05,001k,MC_AIXI,100,32,1,0.95,0.99
27.4,0.9,14.2,BF05,001k,MC_AIXI,100,32,1,0.95,0.995
37.5,1.0,16.8,BF05,001k,MC_AIXI,100,32,2,0.05,1.0
36.6,0.9,14.9,BF05,001k,MC_AIXI,100,32,2,0.1,1.0
32.9,0.9,14.7,BF05,001k,MC_AIXI,100,32,2,0.15,1.0
29.5,0.9,14.9,BF05,001k,MC_AIXI,100,32,2,0.2,1.0
41.7,1.2,20.0,BF05,001k,MC_AIXI,100,32,2,0.8,0.3
34.9,1.2,19.3,BF05,001k,MC_AIXI,100,32,2,0.8,0.6
39.3,1.3,20.6,BF05,001k,MC_AIXI,100,32,2,0.8,0.9
41.6,1.3,20.3,BF05,001k,MC_AIXI,100,32,2,0.8,0.95
39.8,1.1,17.7,BF05,001k,MC_AIXI,100,32,2,0.8,0.99
35.0,0.9,14.5,BF05,001k,MC_AIXI,100,32,2,0.8,0.995
40.9,1.2,20.0,BF05,001k,MC_AIXI,100,32,2,0.85,0.3
33.9,1.2,19.2,BF05,001k,MC_AIXI,100,32,2,0.85,0.6
41.1,1.1,18.5,BF05,001k,MC_AIXI,100,32,2,0.85,0.9
40.3,1.1,17.9,BF05,001k,MC_AIXI,100,32,2,0.85,0.95
38.4,1.1,18.4,BF05,001k,MC_AIXI,100,32,2,0.85,0.99
34.2,0.9,14.9,BF05,001k,MC_AIXI,100,32,2,0.85,0.995
40.3,1.2,18.9,BF05,001k,MC_AIXI,100,32,2,0.9,0.3
34.3,1.2,19.5,BF05,001k,MC_AIXI,100,32,2,0.9,0.6
40.7,1.1,18.5,BF05,001k,MC_AIXI,100,32,2,0.9,0.9
38.7,1.2,19.3,BF05,001k,MC_AIXI,100,32,2,0.9,0.95
37.0,1.1,18.2,BF05,001k,MC_AIXI,100,32,2,0.9,0.99
34.1,0.9,15.1,BF05,001k,MC_AIXI,100,32,2,0.9,0.995
40.2,1.2,19.1,BF05,001k,MC_AIXI,100,32,2,0.95,0.3
34.1,1.2,19.5,BF05,001k,MC_AIXI,100,32,2,0.95,0.6
40.5,1.1,18.3,BF05,001k,MC_AIXI,100,32,2,0.95,0.9
37.2,1.1,18.4,BF05,001k,MC_AIXI,100,32,2,0.95,0.95
38.5,1.1,17.4,BF05,001k,MC_AIXI,100,32,2,0.95,0.99
32.2,0.9,15.3,BF05,001k,MC_AIXI,100,32,2,0.95,0.995
36.1,1.1,17.1,BF05,001k,MC_AIXI,100,32,3,0.05,1.0
34.2,1.0,15.8,BF05,001k,MC_AIXI,100,32,3,0.1,1.0
31.5,0.9,14.7,BF05,001k,MC_AIXI,100,32,3,0.15,1.0
29.2,0.8,13.5,BF05,001k,MC_AIXI,100,32,3,0.2,1.0
34.9,1.3,21.4,BF05,001k,MC_AIXI,100,32,3,0.8,0.3
41.4,1.2,19.5,BF05,001k,MC_AIXI,100,32,3,0.8,0.6
39.4,1.2,18.7,BF05,001k,MC_AIXI,100,32,3,0.8,0.9
39.9,1.2,19.7,BF05,001k,MC_AIXI,100,32,3,0.8,0.95
37.0,1.1,17.3,BF05,001k,MC_AIXI,100,32,3,0.8,0.99
32.4,0.9,14.2,BF05,001k,MC_AIXI,100,32,3,0.8,0.995
33.1,1.3,20.9,BF05,001k,MC_AIXI,100,32,3,0.85,0.3
40.8,1.2,19.0,BF05,001k,MC_AIXI,100,32,3,0.85,0.6
38.2,1.2,19.5,BF05,001k,MC_AIXI,100,32,3,0.85,0.9
36.6,1.1,17.7,BF05,001k,MC_AIXI,100,32,3,0.85,0.95
36.6,1.1,17.1,BF05,001k,MC_AIXI,100,32,3,0.85,0.99
33.7,1.0,16.7,BF05,001k,MC_AIXI,100,32,3,0.85,0.995
33.4,1.3,20.9,BF05,001k,MC_AIXI,100,32,3,0.9,0.3
40.5,1.1,18.5,BF05,001k,MC_AIXI,100,32,3,0.9,0.6
38.5,1.2,19.6,BF05,001k,MC_AIXI,100,32,3,0.9,0.9
39.9,1.2,19.6,BF05,001k,MC_AIXI,100,32,3,0.9,0.95
35.7,1.1,17.2,BF05,001k,MC_AIXI,100,32,3,0.9,0.99
31.4,1.0,15.4,BF05,001k,MC_AIXI,100,32,3,0.9,0.995
33.5,1.3,21.2,BF05,001k,MC_AIXI,100,32,3,0.95,0.3
41.0,1.1,18.0,BF05,001k,MC_AIXI,100,32,3,0.95,0.6
37.7,1.3,21.1,BF05,001k,MC_AIXI,100,32,3,0.95,0.9
40.9,1.0,16.8,BF05,001k,MC_AIXI,100,32,3,0.95,0.95
34.1,1.2,19.1,BF05,001k,MC_AIXI,100,32,3,0.95,0.99
32.4,0.9,14.5,BF05,001k,MC_AIXI,100,32,3,0.95,0.995
36.1,1.0,16.6,BF05,001k,MC_AIXI,100,32,4,0.05,1.0
32.4,1.0,15.6,BF05,001k,MC_AIXI,100,32,4,0.1,1.0
30.3,0.9,15.1,BF05,001k,MC_AIXI,100,32,4,0.15,1.0
28.6,0.9,14.2,BF05,001k,MC_AIXI,100,32,4,0.2,1.0
40.8,1.2,20.0,BF05,001k,MC_AIXI,100,32,4,0.8,0.3
37.7,1.3,20.8,BF05,001k,MC_AIXI,100,32,4,0.8,0.6
38.9,1.1,17.9,BF05,001k,MC_AIXI,100,32,4,0.8,0.9
37.9,1.1,18.1,BF05,001k,MC_AIXI,100,32,4,0.8,0.95
35.4,1.1,17.3,BF05,001k,MC_AIXI,100,32,4,0.8,0.99
31.7,0.9,14.9,BF05,001k,MC_AIXI,100,32,4,0.8,0.995
38.4,1.1,18.3,BF05,001k,MC_AIXI,100,32,4,0.85,0.3
37.7,1.2,19.6,BF05,001k,MC_AIXI,100,32,4,0.85,0.6
38.9,1.2,19.3,BF05,001k,MC_AIXI,100,32,4,0.85,0.9
38.6,1.2,19.3,BF05,001k,MC_AIXI,100,32,4,0.85,0.95
35.0,1.0,16.4,BF05,001k,MC_AIXI,100,32,4,0.85,0.99
32.0,0.9,14.9,BF05,001k,MC_AIXI,100,32,4,0.85,0.995
38.3,1.1,17.8,BF05,001k,MC_AIXI,100,32,4,0.9,0.3
38.7,1.2,19.2,BF05,001k,MC_AIXI,100,32,4,0.9,0.6
38.9,1.1,18.5,BF05,001k,MC_AIXI,100,32,4,0.9,0.9
36.8,1.0,16.6,BF05,001k,MC_AIXI,100,32,4,0.9,0.95
34.0,1.2,18.6,BF05,001k,MC_AIXI,100,32,4,0.9,0.99
32.5,1.0,16.0,BF05,001k,MC_AIXI,100,32,4,0.9,0.995
39.0,1.1,18.0,BF05,001k,MC_AIXI,100,32,4,0.95,0.3
38.0,1.2,19.2,BF05,001k,MC_AIXI,100,32,4,0.95,0.6
38.4,1.1,18.5,BF05,001k,MC_AIXI,100,32,4,0.95,0.9
35.2,1.1,17.1,BF05,001k,MC_AIXI,100,32,4,0.95,0.95
35.1,1.1,18.5,BF05,001k,MC_AIXI,100,32,4,0.95,0.99
30.8,1.0,15.6,BF05,001k,MC_AIXI,100,32,4,0.95,0.995
33.6,1.1,17.1,BF05,001k,MC_AIXI,100,32,5,0.05,1.0
33.3,0.9,14.7,BF05,001k,MC_AIXI,100,32,5,0.1,1.0
31.2,0.9,15.1,BF05,001k,MC_AIXI,100,32,5,0.15,1.0
28.3,0.8,12.4,BF05,001k,MC_AIXI,100,32,5,0.2,1.0
40.6,1.1,18.0,BF05,001k,MC_AIXI,100,32,5,0.8,0.3
39.7,1.1,18.1,BF05,001k,MC_AIXI,100,32,5,0.8,0.6
39.8,1.1,18.2,BF05,001k,MC_AIXI,100,32,5,0.8,0.9
39.8,1.0,15.9,BF05,001k,MC_AIXI,100,32,5,0.8,0.95
34.7,1.1,18.4,BF05,001k,MC_AIXI,100,32,5,0.8,0.99
32.1,0.9,14.8,BF05,001k,MC_AIXI,100,32,5,0.8,0.995
38.0,1.1,17.7,BF05,001k,MC_AIXI,100,32,5,0.85,0.3
37.7,1.1,17.0,BF05,001k,MC_AIXI,100,32,5,0.85,0.6
39.7,1.1,17.6,BF05,001k,MC_AIXI,100,32,5,0.85,0.9
37.0,1.1,18.3,BF05,001k,MC_AIXI,100,32,5,0.85,0.95
34.5,1.0,16.1,BF05,001k,MC_AIXI,100,32,5,0.85,0.99
31.6,0.9,14.4,BF05,001k,MC_AIXI,100,32,5,0.85,0.995
37.8,1.1,17.7,BF05,001k,MC_AIXI,100,32,5,0.9,0.3
37.5,1.1,17.3,BF05,001k,MC_AIXI,100,32,5,0.9,0.6
39.7,1.1,17.4,BF05,001k,MC_AIXI,100,32,5,0.9,0.9
38.3,1.0,16.7,BF05,001k,MC_AIXI,100,32,5,0.9,0.95
34.8,1.1,18.4,BF05,001k,MC_AIXI,100,32,5,0.9,0.99
32.0,0.9,14.6,BF05,001k,MC_AIXI,100,32,5,0.9,0.995
37.3,1.1,18.4,BF05,001k,MC_AIXI,100,32,5,0.95,0.3
37.1,1.0,16.9,BF05,001k,MC_AIXI,100,32,5,0.95,0.6
40.1,1.1,17.6,BF05,001k,MC_AIXI,100,32,5,0.95,0.9
36.3,1.2,19.2,BF05,001k,MC_AIXI,100,32,5,0.95,0.95
35.1,1.0,16.4,BF05,001k,MC_AIXI,100,32,5,0.95,0.99
31.0,0.9,14.6,BF05,001k,MC_AIXI,100,32,5,0.95,0.995
38.1,1.0,16.7,BF05,001k,MC_AIXI,100,8,1,0.05,1.0
35.1,1.0,16.0,BF05,001k,MC_AIXI,100,8,1,0.1,1.0
34.5,1.0,15.5,BF05,001k,MC_AIXI,100,8,1,0.15,1.0
28.5,0.8,13.1,BF05,001k,MC_AIXI,100,8,1,0.2,1.0
37.0,1.1,18.3,BF05,001k,MC_AIXI,100,8,1,0.8,0.3
34.7,1.2,18.7,BF05,001k,MC_AIXI,100,8,1,0.8,0.6
38.1,1.3,21.2,BF05,001k,MC_AIXI,100,8,1,0.8,0.9
41.4,1.3,20.3,BF05,001k,MC_AIXI,100,8,1,0.8,0.95
39.0,1.1,17.3,BF05,001k,MC_AIXI,100,8,1,0.8,0.99
33.1,0.9,15.1,BF05,001k,MC_AIXI,100,8,1,0.8,0.995
35.6,1.1,17.0,BF05,001k,MC_AIXI,100,8,1,0.85,0.3
36.1,1.2,20.1,BF05,001k,MC_AIXI,100,8,1,0.85,0.6
39.5,1.2,19.1,BF05,001k,MC_AIXI,100,8,1,0.85,0.9
38.4,1.2,20.0,BF05,001k,MC_AIXI,100,8,1,0.85,0.95
36.2,1.0,16.7,BF05,001k,MC_AIXI,100,8,1,0.85,0.99
31.9,1.1,17.2,BF05,001k,MC_AIXI,100,8,1,0.85,0.995
36.6,1.1,18.0,BF05,001k,MC_AIXI,100,8,1,0.9,0.3
36.5,1.2,20.0,BF05,001k,MC_AIXI,100,8,1,0.9,0.6
38.9,1.2,19.3,BF05,001k,MC_AIXI,100,8,1,0.9,0.9
36.6,1.2,18.9,BF05,001k,MC_AIXI,100,8,1,0.9,0.95
37.2,1.1,17.2,BF05,001k,MC_AIXI,100,8,1,0.9,0.99
32.0,0.9,14.3,BF05,001k,MC_AIXI,100,8,1,0.9,0.995
36.5,1.1,18.2,BF05,001k,MC_AIXI,100,8,1,0.95,0.3
36.8,1.3,20.6,BF05,001k,MC_AIXI,100,8,1,0.95,0.6
38.6,1.2,19.0,BF05,001k,MC_AIXI,100,8,1,0.95,0.9
38.6,1.2,18.8,BF05,001k,MC_AIXI,100,8,1,0.95,0.95
35.9,1.0,16.3,BF05,001k,MC_AIXI,100,8,1,0.95,0.99
32.3,0.9,14.8,BF05,001k,MC_AIXI,100,8,1,0.95,0.995
36.7,1.0,16.0,BF05,001k,MC_AIXI,100,8,2,0.05,1.0
34.9,0.9,15.2,BF05,001k,MC_AIXI,100,8,2,0.1,1.0
30.2,0.8,12.6,BF05,001k,MC_AIXI,100,8,2,0.15,1.0
26.8,0.8,12.7,BF05,001k,MC_AIXI,100,8,2,0.2,1.0
39.6,1.1,18.1,BF05,001k,MC_AIXI,100,8,2,0.8,0.3
39.2,1.0,16.8,BF05,001k,MC_AIXI,100,8,2,0.8,0.6
40.1,1.2,18.9,BF05,001k,MC_AIXI,100,8,2,0.8,0.9
40.5,1.1,17.6,BF05,001k,MC_AIXI,100,8,2,0.8,0.95
38.1,1.1,17.3,BF05,001k,MC_AIXI,100,8,2,0.8,0.99
33.5,1.0,15.6,BF05,001k,MC_AIXI,100,8,2,0.8,0.995
40.1,1.1,18.1,BF05,001k,MC_AIXI,100,8,2,0.85,0.3
41.5,1.1,17.2,BF05,001k,MC_AIXI,100,8,2,0.85,0.6
39.7,1.1,18.2,BF05,001k,MC_AIXI,100,8,2,0.85,0.9
39.2,1.1,17.8,BF05,001k,MC_AIXI,100,8,2,0.85,0.95
38.0,1.0,16.8,BF05,001k,MC_AIXI,100,8,2,0.85,0.99
32.1,0.9,13.9,BF05,001k,MC_AIXI,100,8,2,0.85,0.995
39.5,1.1,18.5,BF05,001k,MC_AIXI,100,8,2,0.9,0.3
41.6,1.2,18.6,BF05,001k,MC_AIXI,100,8,2,0.9,0.6
39.8,1.1,17.4,BF05,001k,MC_AIXI,100,8,2,0.9,0.9
40.5,1.1,18.3,BF05,001k,MC_AIXI,100,8,2,0.9,0.95
36.5,1.0,16.0,BF05,001k,MC_AIXI,100,8,2,0.9,0.99
32.1,0.9,14.6,BF05,001k,MC_AIXI,100,8,2,0.9,0.995
39.6,1.1,18.4,BF05,001k,MC_AIXI,100,8,2,0.95,0.3
41.2,1.1,17.0,BF05,001k,MC_AIXI,100,8,2,0.95,0.6
39.8,1.1,18.1,BF05,001k,MC_AIXI,100,8,2,0.95,0.9
39.4,1.1,17.9,BF05,001k,MC_AIXI,100,8,2,0.95,0.95
37.3,1.0,16.6,BF05,001k,MC_AIXI,100,8,2,0.95,0.99
30.8,0.9,14.0,BF05,001k,MC_AIXI,100,8,2,0.95,0.995
34.3,1.0,15.8,BF05,001k,MC_AIXI,100,8,3,0.05,1.0
30.4,0.9,15.2,BF05,001k,MC_AIXI,100,8,3,0.1,1.0
27.7,0.8,12.2,BF05,001k,MC_AIXI,100,8,3,0.15,1.0
25.1,0.8,12.9,BF05,001k,MC_AIXI,100,8,3,0.2,1.0
